order_id,product_id,product_name,vendor_id,vendor_name,quantity,unit_price,total_cost,order_date,current_stock,reorder_level
O1758,P007,Paver Blocks,V001,UltraBuild Suppliers,156,3026,472056,05/12/25,36,45
O1759,P001,Cement Bags,V009,AquaFlow Solutions,175,3875,678125,12/12/25,26,50
O1760,P004,PVC Drain Pipes,V009,AquaFlow Solutions,64,815,52160,10/03/25,51,35
O1761,P006,Electrical Cables,V009,AquaFlow Solutions,33,3662,120846,14/07/25,68,25
O1762,P006,Electrical Cables,V003,Bharat Infra Supply Co.,48,2968,142464,08/05/25,91,25
O1763,P002,TMT Steel Bars,V009,AquaFlow Solutions,94,2650,249100,31/05/25,66,40
O1764,P004,PVC Drain Pipes,V005,Green Earth Aggregates,20,3424,68480,06/06/25,32,35
O1765,P001,Cement Bags,V009,AquaFlow Solutions,138,4199,579462,02/07/25,12,50
O1766,P008,Stormwater Grates,V001,UltraBuild Suppliers,104,2644,274976,24/02/25,50,20
O1767,P006,Electrical Cables,V001,UltraBuild Suppliers,67,3493,234031,05/01/25,50,25
O1768,P007,Paver Blocks,V002,Shree Steel Traders,145,1818,263610,28/09/25,15,45
O1769,P003,Bitumen Drums,V009,AquaFlow Solutions,125,1214,151750,04/01/25,67,30
O1770,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,77,4055,312235,11/07/25,55,60
O1771,P006,Electrical Cables,V005,Green Earth Aggregates,129,1692,218268,18/05/25,73,25
O1772,P008,Stormwater Grates,V002,Shree Steel Traders,132,1525,201300,01/07/25,22,20
O1773,P001,Cement Bags,V007,Prime Machinery Vendors,111,1825,202575,08/04/25,19,50
O1774,P001,Cement Bags,V005,Green Earth Aggregates,54,3432,185328,19/06/25,58,50
O1775,P003,Bitumen Drums,V001,UltraBuild Suppliers,70,4126,288820,17/05/25,90,30
O1776,P007,Paver Blocks,V002,Shree Steel Traders,145,4259,617555,16/12/25,107,45
O1777,P006,Electrical Cables,V003,Bharat Infra Supply Co.,122,4311,525942,19/07/25,97,25
O1778,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,47,373,17531,21/03/25,21,40
O1779,P001,Cement Bags,V006,Precision Electricals,80,626,50080,25/06/25,91,50
O1780,P001,Cement Bags,V007,Prime Machinery Vendors,131,4133,541423,25/05/25,42,50
O1781,P002,TMT Steel Bars,V008,Reliable Bitumen Works,129,2229,287541,20/03/25,84,40
O1782,P003,Bitumen Drums,V009,AquaFlow Solutions,83,2503,207749,28/02/25,103,30
O1783,P004,PVC Drain Pipes,V005,Green Earth Aggregates,129,1825,235425,28/12/25,65,35
O1784,P003,Bitumen Drums,V002,Shree Steel Traders,68,1418,96424,03/03/25,34,30
O1785,P007,Paver Blocks,V003,Bharat Infra Supply Co.,29,2443,70847,16/03/25,29,45
O1786,P001,Cement Bags,V007,Prime Machinery Vendors,177,1835,324795,27/01/25,16,50
O1787,P007,Paver Blocks,V007,Prime Machinery Vendors,154,2710,417340,21/11/25,94,45
O1788,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,106,3690,391140,01/02/25,66,35
O1789,P007,Paver Blocks,V009,AquaFlow Solutions,33,2692,88836,18/05/25,19,45
O1790,P005,Coarse Aggregates,V006,Precision Electricals,109,3624,395016,13/06/25,36,60
O1791,P003,Bitumen Drums,V001,UltraBuild Suppliers,30,204,6120,05/12/25,11,30
O1792,P004,PVC Drain Pipes,V006,Precision Electricals,93,4067,378231,07/11/25,40,35
O1793,P007,Paver Blocks,V002,Shree Steel Traders,67,2266,151822,06/07/25,67,45
O1794,P005,Coarse Aggregates,V006,Precision Electricals,48,993,47664,07/01/25,90,60
O1795,P003,Bitumen Drums,V009,AquaFlow Solutions,104,3153,327912,05/07/25,99,30
O1796,P006,Electrical Cables,V010,Metro Hardware Hub,80,2460,196800,27/10/25,31,25
O1797,P002,TMT Steel Bars,V007,Prime Machinery Vendors,47,1268,59596,05/11/25,85,40
O1798,P001,Cement Bags,V002,Shree Steel Traders,170,1760,299200,27/12/25,29,50
O1799,P002,TMT Steel Bars,V008,Reliable Bitumen Works,39,3009,117351,31/08/25,43,40
O1800,P003,Bitumen Drums,V004,Sai Pipes & Fittings,31,1247,38657,03/08/25,29,30
O1801,P005,Coarse Aggregates,V009,AquaFlow Solutions,163,3045,496335,07/07/25,119,60
O1802,P002,TMT Steel Bars,V008,Reliable Bitumen Works,131,754,98774,03/08/25,66,40
O1803,P001,Cement Bags,V009,AquaFlow Solutions,62,2445,151590,08/03/25,94,50
O1804,P001,Cement Bags,V005,Green Earth Aggregates,164,698,114472,22/12/25,106,50
O1805,P007,Paver Blocks,V004,Sai Pipes & Fittings,146,4406,643276,26/03/25,14,45
O1806,P007,Paver Blocks,V008,Reliable Bitumen Works,163,3396,553548,07/11/25,56,45
O1807,P004,PVC Drain Pipes,V005,Green Earth Aggregates,67,229,15343,20/10/25,25,35
O1808,P001,Cement Bags,V004,Sai Pipes & Fittings,151,3930,593430,29/12/25,69,50
O1809,P005,Coarse Aggregates,V009,AquaFlow Solutions,97,2004,194388,29/12/25,42,60
O1810,P002,TMT Steel Bars,V005,Green Earth Aggregates,63,2034,128142,01/10/25,10,40
O1811,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,30,1413,42390,23/05/25,118,60
O1812,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,33,2239,73887,18/04/25,110,60
O1813,P002,TMT Steel Bars,V009,AquaFlow Solutions,20,3046,60920,06/11/25,85,40
O1814,P006,Electrical Cables,V006,Precision Electricals,41,2363,96883,10/03/25,97,25
O1815,P005,Coarse Aggregates,V007,Prime Machinery Vendors,103,669,68907,06/01/25,85,60
O1816,P004,PVC Drain Pipes,V006,Precision Electricals,91,1647,149877,09/01/25,37,35
O1817,P002,TMT Steel Bars,V009,AquaFlow Solutions,117,2308,270036,17/11/25,116,40
O1818,P004,PVC Drain Pipes,V010,Metro Hardware Hub,133,2007,266931,18/05/25,46,35
O1819,P007,Paver Blocks,V004,Sai Pipes & Fittings,59,3854,227386,11/08/25,34,45
O1820,P003,Bitumen Drums,V006,Precision Electricals,142,967,137314,03/04/25,68,30
O1821,P003,Bitumen Drums,V008,Reliable Bitumen Works,65,1747,113555,09/09/25,77,30
O1822,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,25,2740,68500,01/04/25,25,60
O1823,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,37,1375,50875,07/08/25,14,35
O1824,P008,Stormwater Grates,V004,Sai Pipes & Fittings,123,1021,125583,27/09/25,97,20
O1825,P001,Cement Bags,V003,Bharat Infra Supply Co.,174,1016,176784,16/07/25,53,50
O1826,P002,TMT Steel Bars,V001,UltraBuild Suppliers,23,558,12834,08/05/25,21,40
O1827,P005,Coarse Aggregates,V002,Shree Steel Traders,56,310,17360,05/01/25,106,60
O1828,P006,Electrical Cables,V002,Shree Steel Traders,41,1857,76137,03/09/25,22,25
O1829,P008,Stormwater Grates,V010,Metro Hardware Hub,61,2718,165798,03/09/25,47,20
O1830,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,34,2391,81294,06/10/25,85,35
O1831,P001,Cement Bags,V002,Shree Steel Traders,31,1042,32302,01/06/25,74,50
O1832,P007,Paver Blocks,V002,Shree Steel Traders,56,209,11704,13/01/25,33,45
O1833,P007,Paver Blocks,V004,Sai Pipes & Fittings,118,1407,166026,02/12/25,50,45
O1834,P004,PVC Drain Pipes,V005,Green Earth Aggregates,118,1120,132160,28/03/25,67,35
O1835,P004,PVC Drain Pipes,V002,Shree Steel Traders,46,2508,115368,09/02/25,50,35
O1836,P006,Electrical Cables,V010,Metro Hardware Hub,50,3153,157650,23/01/25,15,25
O1837,P003,Bitumen Drums,V010,Metro Hardware Hub,65,3711,241215,21/06/25,72,30
O1838,P003,Bitumen Drums,V010,Metro Hardware Hub,128,1430,183040,08/12/25,119,30
O1839,P005,Coarse Aggregates,V005,Green Earth Aggregates,109,1051,114559,13/09/25,39,60
O1840,P005,Coarse Aggregates,V006,Precision Electricals,39,217,8463,18/03/25,115,60
O1841,P006,Electrical Cables,V003,Bharat Infra Supply Co.,57,3399,193743,02/09/25,62,25
O1842,P002,TMT Steel Bars,V002,Shree Steel Traders,167,3701,618067,23/05/25,98,40
O1843,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,102,1244,126888,17/07/25,28,40
O1844,P006,Electrical Cables,V006,Precision Electricals,146,3672,536112,22/12/25,66,25
O1845,P006,Electrical Cables,V007,Prime Machinery Vendors,55,2214,121770,03/08/25,54,25
O1846,P008,Stormwater Grates,V009,AquaFlow Solutions,157,4235,664895,02/10/25,73,20
O1847,P007,Paver Blocks,V004,Sai Pipes & Fittings,41,3655,149855,23/10/25,72,45
O1848,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,80,3163,253040,15/04/25,5,40
O1849,P006,Electrical Cables,V001,UltraBuild Suppliers,162,4082,661284,26/02/25,22,25
O1850,P006,Electrical Cables,V001,UltraBuild Suppliers,112,1341,150192,24/08/25,42,25
O1851,P007,Paver Blocks,V003,Bharat Infra Supply Co.,82,1926,157932,25/04/25,110,45
O1852,P003,Bitumen Drums,V001,UltraBuild Suppliers,50,1372,68600,14/01/25,53,30
O1853,P006,Electrical Cables,V007,Prime Machinery Vendors,33,1068,35244,25/10/25,89,25
O1854,P008,Stormwater Grates,V002,Shree Steel Traders,172,1495,257140,17/03/25,8,20
O1855,P003,Bitumen Drums,V006,Precision Electricals,40,2207,88280,07/01/25,14,30
O1856,P007,Paver Blocks,V010,Metro Hardware Hub,58,1694,98252,13/03/25,65,45
O1857,P005,Coarse Aggregates,V009,AquaFlow Solutions,140,3571,499940,22/06/25,97,60
O1858,P001,Cement Bags,V008,Reliable Bitumen Works,93,1111,103323,31/01/25,24,50
O1859,P003,Bitumen Drums,V001,UltraBuild Suppliers,148,1513,223924,22/07/25,6,30
O1860,P008,Stormwater Grates,V007,Prime Machinery Vendors,161,2313,372393,14/09/25,78,20
O1861,P004,PVC Drain Pipes,V005,Green Earth Aggregates,128,1484,189952,17/02/25,39,35
O1862,P007,Paver Blocks,V009,AquaFlow Solutions,52,1935,100620,13/11/25,56,45
O1863,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,120,1704,204480,14/10/25,110,35
O1864,P002,TMT Steel Bars,V010,Metro Hardware Hub,139,4110,571290,01/12/25,45,40
O1865,P007,Paver Blocks,V007,Prime Machinery Vendors,62,647,40114,10/07/25,107,45
O1866,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,89,1088,96832,09/02/25,18,35
O1867,P006,Electrical Cables,V006,Precision Electricals,27,2162,58374,25/03/25,41,25
O1868,P002,TMT Steel Bars,V009,AquaFlow Solutions,36,1935,69660,06/01/25,81,40
O1869,P004,PVC Drain Pipes,V005,Green Earth Aggregates,161,1852,298172,17/01/25,86,35
O1870,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,41,567,23247,05/09/25,77,60
O1871,P001,Cement Bags,V001,UltraBuild Suppliers,100,963,96300,05/01/25,44,50
O1872,P005,Coarse Aggregates,V006,Precision Electricals,121,4297,519937,11/06/25,29,60
O1873,P006,Electrical Cables,V007,Prime Machinery Vendors,53,997,52841,28/07/25,47,25
O1874,P002,TMT Steel Bars,V009,AquaFlow Solutions,148,1430,211640,28/10/25,8,40
O1875,P008,Stormwater Grates,V007,Prime Machinery Vendors,170,506,86020,24/03/25,42,20
O1876,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,40,964,38560,29/04/25,96,20
O1877,P003,Bitumen Drums,V004,Sai Pipes & Fittings,61,4309,262849,08/11/25,71,30
O1878,P006,Electrical Cables,V009,AquaFlow Solutions,134,1274,170716,29/05/25,48,25
O1879,P007,Paver Blocks,V006,Precision Electricals,30,3375,101250,17/04/25,35,45
O1880,P002,TMT Steel Bars,V010,Metro Hardware Hub,59,4275,252225,08/01/25,17,40
O1881,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,160,914,146240,18/02/25,68,60
O1882,P006,Electrical Cables,V008,Reliable Bitumen Works,63,2621,165123,04/02/25,25,25
O1883,P006,Electrical Cables,V005,Green Earth Aggregates,110,930,102300,02/04/25,14,25
O1884,P005,Coarse Aggregates,V008,Reliable Bitumen Works,141,2297,323877,15/08/25,102,60
O1885,P002,TMT Steel Bars,V003,Bharat Infra Supply Co.,165,4199,692835,06/07/25,10,40
O1886,P007,Paver Blocks,V005,Green Earth Aggregates,124,1256,155744,07/07/25,61,45
O1887,P006,Electrical Cables,V009,AquaFlow Solutions,115,883,101545,31/07/25,92,25
O1888,P008,Stormwater Grates,V009,AquaFlow Solutions,87,549,47763,26/11/25,84,20
O1889,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,163,265,43195,23/02/25,24,35
O1890,P007,Paver Blocks,V005,Green Earth Aggregates,60,3470,208200,07/02/25,114,45
O1891,P007,Paver Blocks,V004,Sai Pipes & Fittings,138,965,133170,27/08/25,49,45
O1892,P008,Stormwater Grates,V008,Reliable Bitumen Works,47,903,42441,25/02/25,28,20
O1893,P007,Paver Blocks,V007,Prime Machinery Vendors,71,3489,247719,03/02/25,47,45
O1894,P006,Electrical Cables,V006,Precision Electricals,174,4183,727842,26/12/25,32,25
O1895,P002,TMT Steel Bars,V008,Reliable Bitumen Works,91,3923,356993,07/10/25,9,40
O1896,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,57,1948,111036,18/10/25,45,20
O1897,P007,Paver Blocks,V001,UltraBuild Suppliers,35,3161,110635,09/08/25,106,45
O1898,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,33,1932,63756,12/01/25,116,35
O1899,P005,Coarse Aggregates,V007,Prime Machinery Vendors,84,1642,137928,14/03/25,15,60
O1900,P005,Coarse Aggregates,V002,Shree Steel Traders,123,869,106887,31/12/25,43,60
O1901,P007,Paver Blocks,V008,Reliable Bitumen Works,154,1953,300762,13/05/25,90,45
O1902,P001,Cement Bags,V003,Bharat Infra Supply Co.,43,3710,159530,02/06/25,48,50
O1903,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,109,3633,395997,01/09/25,66,35
O1904,P003,Bitumen Drums,V009,AquaFlow Solutions,131,3105,406755,20/10/25,93,30
O1905,P001,Cement Bags,V007,Prime Machinery Vendors,163,1826,297638,08/12/25,14,50
O1906,P003,Bitumen Drums,V010,Metro Hardware Hub,102,2792,284784,19/03/25,6,30
O1907,P003,Bitumen Drums,V008,Reliable Bitumen Works,147,2792,410424,12/12/25,19,30
O1908,P005,Coarse Aggregates,V007,Prime Machinery Vendors,153,230,35190,06/03/25,62,60
O1909,P002,TMT Steel Bars,V008,Reliable Bitumen Works,29,1990,57710,07/04/25,100,40
O1910,P003,Bitumen Drums,V007,Prime Machinery Vendors,173,3292,569516,28/06/25,32,30
O1911,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,167,317,52939,06/07/25,52,35
O1912,P005,Coarse Aggregates,V001,UltraBuild Suppliers,98,4313,422674,05/03/25,109,60
O1913,P008,Stormwater Grates,V008,Reliable Bitumen Works,125,3561,445125,30/06/25,50,20
O1914,P007,Paver Blocks,V009,AquaFlow Solutions,153,2951,451503,01/04/25,19,45
O1915,P007,Paver Blocks,V008,Reliable Bitumen Works,115,1649,189635,01/11/25,75,45
O1916,P007,Paver Blocks,V003,Bharat Infra Supply Co.,117,2534,296478,04/12/25,113,45
O1917,P005,Coarse Aggregates,V007,Prime Machinery Vendors,178,1012,180136,23/02/25,16,60
O1918,P001,Cement Bags,V002,Shree Steel Traders,177,3569,631713,12/09/25,18,50
O1919,P002,TMT Steel Bars,V010,Metro Hardware Hub,133,4323,574959,17/01/25,79,40
O1920,P007,Paver Blocks,V005,Green Earth Aggregates,74,2025,149850,21/08/25,104,45
O1921,P007,Paver Blocks,V009,AquaFlow Solutions,49,1802,88298,29/08/25,114,45
O1922,P006,Electrical Cables,V002,Shree Steel Traders,138,3582,494316,27/11/25,110,25
O1923,P001,Cement Bags,V007,Prime Machinery Vendors,115,2034,233910,26/05/25,69,50
O1924,P005,Coarse Aggregates,V005,Green Earth Aggregates,98,3597,352506,04/05/25,91,60
O1925,P007,Paver Blocks,V001,UltraBuild Suppliers,28,327,9156,20/03/25,8,45
O1926,P006,Electrical Cables,V006,Precision Electricals,105,1596,167580,09/08/25,78,25
O1927,P007,Paver Blocks,V004,Sai Pipes & Fittings,69,3422,236118,27/01/25,111,45
O1928,P007,Paver Blocks,V010,Metro Hardware Hub,52,3398,176696,30/03/25,98,45
O1929,P006,Electrical Cables,V007,Prime Machinery Vendors,152,1497,227544,29/04/25,60,25
O1930,P003,Bitumen Drums,V002,Shree Steel Traders,149,1169,174181,23/10/25,85,30
O1931,P005,Coarse Aggregates,V007,Prime Machinery Vendors,161,1502,241822,15/04/25,46,60
O1932,P002,TMT Steel Bars,V002,Shree Steel Traders,26,3783,98358,18/11/25,6,40
O1933,P003,Bitumen Drums,V010,Metro Hardware Hub,27,845,22815,15/07/25,78,30
O1934,P003,Bitumen Drums,V001,UltraBuild Suppliers,136,3133,426088,03/05/25,28,30
O1935,P005,Coarse Aggregates,V004,Sai Pipes & Fittings,69,2209,152421,13/07/25,97,60
O1936,P001,Cement Bags,V005,Green Earth Aggregates,90,879,79110,18/11/25,23,50
O1937,P002,TMT Steel Bars,V001,UltraBuild Suppliers,48,3961,190128,04/03/25,81,40
O1938,P003,Bitumen Drums,V002,Shree Steel Traders,92,2346,215832,03/04/25,119,30
O1939,P002,TMT Steel Bars,V002,Shree Steel Traders,146,3160,461360,17/04/25,112,40
O1940,P002,TMT Steel Bars,V007,Prime Machinery Vendors,145,379,54955,07/02/25,57,40
O1941,P002,TMT Steel Bars,V008,Reliable Bitumen Works,73,3639,265647,10/06/25,53,40
O1942,P003,Bitumen Drums,V008,Reliable Bitumen Works,66,2647,174702,02/04/25,6,30
O1943,P001,Cement Bags,V010,Metro Hardware Hub,50,3008,150400,05/09/25,49,50
O1944,P001,Cement Bags,V010,Metro Hardware Hub,60,4474,268440,11/05/25,99,50
O1945,P004,PVC Drain Pipes,V002,Shree Steel Traders,175,442,77350,12/01/25,73,35
O1946,P003,Bitumen Drums,V009,AquaFlow Solutions,75,3189,239175,22/04/25,19,30
O1947,P006,Electrical Cables,V001,UltraBuild Suppliers,55,2000,110000,21/12/25,15,25
O1948,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,90,4145,373050,17/02/25,30,60
O1949,P005,Coarse Aggregates,V006,Precision Electricals,139,4261,592279,20/09/25,60,60
O1950,P004,PVC Drain Pipes,V007,Prime Machinery Vendors,84,1616,135744,18/12/25,30,35
O1951,P007,Paver Blocks,V005,Green Earth Aggregates,46,2752,126592,16/04/25,26,45
O1952,P007,Paver Blocks,V008,Reliable Bitumen Works,134,3671,491914,20/05/25,81,45
O1953,P002,TMT Steel Bars,V006,Precision Electricals,175,3337,583975,13/04/25,59,40
O1954,P006,Electrical Cables,V010,Metro Hardware Hub,115,726,83490,27/03/25,62,25
O1955,P005,Coarse Aggregates,V001,UltraBuild Suppliers,170,3557,604690,06/11/25,42,60
O1956,P006,Electrical Cables,V009,AquaFlow Solutions,121,445,53845,03/04/25,19,25
O1957,P007,Paver Blocks,V006,Precision Electricals,67,3130,209710,07/02/25,36,45
O1958,P006,Electrical Cables,V004,Sai Pipes & Fittings,115,1388,159620,10/06/25,104,25
O1959,P001,Cement Bags,V002,Shree Steel Traders,101,289,29189,18/06/25,96,50
O1960,P008,Stormwater Grates,V004,Sai Pipes & Fittings,165,2834,467610,30/04/25,120,20
O1961,P002,TMT Steel Bars,V009,AquaFlow Solutions,118,2523,297714,19/04/25,82,40
O1962,P004,PVC Drain Pipes,V009,AquaFlow Solutions,46,2477,113942,08/11/25,96,35
O1963,P007,Paver Blocks,V002,Shree Steel Traders,131,2803,367193,13/06/25,109,45
O1964,P004,PVC Drain Pipes,V004,Sai Pipes & Fittings,32,4246,135872,24/01/25,68,35
O1965,P007,Paver Blocks,V005,Green Earth Aggregates,50,1216,60800,29/03/25,62,45
O1966,P006,Electrical Cables,V010,Metro Hardware Hub,171,3336,570456,23/10/25,35,25
O1967,P005,Coarse Aggregates,V001,UltraBuild Suppliers,24,238,5712,26/05/25,64,60
O1968,P007,Paver Blocks,V003,Bharat Infra Supply Co.,29,520,15080,27/11/25,48,45
O1969,P002,TMT Steel Bars,V001,UltraBuild Suppliers,140,979,137060,01/08/25,111,40
O1970,P005,Coarse Aggregates,V005,Green Earth Aggregates,101,3032,306232,10/02/25,56,60
O1971,P006,Electrical Cables,V009,AquaFlow Solutions,146,585,85410,02/06/25,55,25
O1972,P008,Stormwater Grates,V008,Reliable Bitumen Works,51,3263,166413,22/02/25,84,20
O1973,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,32,285,9120,23/02/25,22,35
O1974,P007,Paver Blocks,V006,Precision Electricals,77,1594,122738,08/04/25,16,45
O1975,P001,Cement Bags,V006,Precision Electricals,33,2327,76791,23/01/25,118,50
O1976,P001,Cement Bags,V002,Shree Steel Traders,97,814,78958,18/06/25,38,50
O1977,P007,Paver Blocks,V010,Metro Hardware Hub,89,1595,141955,26/10/25,22,45
O1978,P002,TMT Steel Bars,V008,Reliable Bitumen Works,52,2815,146380,17/03/25,115,40
O1979,P007,Paver Blocks,V010,Metro Hardware Hub,134,1202,161068,28/09/25,71,45
O1980,P008,Stormwater Grates,V004,Sai Pipes & Fittings,145,2498,362210,05/09/25,46,20
O1981,P002,TMT Steel Bars,V004,Sai Pipes & Fittings,87,2626,228462,12/02/25,96,40
O1982,P004,PVC Drain Pipes,V006,Precision Electricals,72,839,60408,11/09/25,14,35
O1983,P004,PVC Drain Pipes,V001,UltraBuild Suppliers,23,1970,45310,17/07/25,64,35
O1984,P008,Stormwater Grates,V004,Sai Pipes & Fittings,46,2988,137448,30/10/25,31,20
O1985,P006,Electrical Cables,V009,AquaFlow Solutions,99,3919,387981,20/03/25,88,25
O1986,P002,TMT Steel Bars,V009,AquaFlow Solutions,53,1992,105576,17/07/25,51,40
O1987,P004,PVC Drain Pipes,V008,Reliable Bitumen Works,122,1739,212158,23/05/25,13,35
O1988,P003,Bitumen Drums,V007,Prime Machinery Vendors,98,1036,101528,25/08/25,23,30
O1989,P002,TMT Steel Bars,V002,Shree Steel Traders,81,335,27135,24/08/25,119,40
O1990,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,27,4101,110727,29/09/25,89,60
O1991,P006,Electrical Cables,V008,Reliable Bitumen Works,87,1169,101703,13/02/25,75,25
O1992,P007,Paver Blocks,V006,Precision Electricals,74,1433,106042,15/09/25,55,45
O1993,P006,Electrical Cables,V007,Prime Machinery Vendors,33,3815,125895,09/07/25,39,25
O1994,P001,Cement Bags,V002,Shree Steel Traders,117,3661,428337,31/05/25,29,50
O1995,P007,Paver Blocks,V004,Sai Pipes & Fittings,65,2460,159900,08/11/25,72,45
O1996,P007,Paver Blocks,V008,Reliable Bitumen Works,47,608,28576,08/05/25,87,45
O1997,P004,PVC Drain Pipes,V002,Shree Steel Traders,49,635,31115,19/01/25,119,35
O1998,P005,Coarse Aggregates,V010,Metro Hardware Hub,81,739,59859,21/02/25,73,60
O1999,P004,PVC Drain Pipes,V005,Green Earth Aggregates,178,3514,625492,21/07/25,55,35
O2000,P004,PVC Drain Pipes,V002,Shree Steel Traders,88,4256,374528,29/03/25,31,35
O2001,P006,Electrical Cables,V004,Sai Pipes & Fittings,93,2559,237987,02/01/25,98,25
O2002,P003,Bitumen Drums,V002,Shree Steel Traders,148,4105,607540,06/06/25,99,30
O2003,P003,Bitumen Drums,V004,Sai Pipes & Fittings,100,768,76800,06/04/25,26,30
O2004,P008,Stormwater Grates,V006,Precision Electricals,56,304,17024,31/08/25,90,20
O2005,P006,Electrical Cables,V007,Prime Machinery Vendors,25,1654,41350,09/02/25,38,25
O2006,P001,Cement Bags,V003,Bharat Infra Supply Co.,172,3084,530448,26/10/25,65,50
O2007,P008,Stormwater Grates,V001,UltraBuild Suppliers,83,4071,337893,24/01/25,19,20
O2008,P005,Coarse Aggregates,V001,UltraBuild Suppliers,78,4321,337038,17/03/25,26,60
O2009,P002,TMT Steel Bars,V002,Shree Steel Traders,97,2949,286053,09/09/25,62,40
O2010,P005,Coarse Aggregates,V006,Precision Electricals,144,2276,327744,23/08/25,51,60
O2011,P006,Electrical Cables,V001,UltraBuild Suppliers,97,2933,284501,23/09/25,119,25
O2012,P008,Stormwater Grates,V010,Metro Hardware Hub,48,2411,115728,23/09/25,92,20
O2013,P003,Bitumen Drums,V001,UltraBuild Suppliers,125,2004,250500,14/03/25,89,30
O2014,P008,Stormwater Grates,V006,Precision Electricals,27,2201,59427,23/12/25,78,20
O2015,P006,Electrical Cables,V007,Prime Machinery Vendors,72,931,67032,13/07/25,29,25
O2016,P005,Coarse Aggregates,V002,Shree Steel Traders,180,3880,698400,27/09/25,117,60
O2017,P005,Coarse Aggregates,V003,Bharat Infra Supply Co.,109,2913,317517,29/10/25,55,60
O2018,P005,Coarse Aggregates,V007,Prime Machinery Vendors,99,1761,174339,24/10/25,10,60
O2019,P006,Electrical Cables,V009,AquaFlow Solutions,176,1207,212432,21/08/25,60,25
O2020,P006,Electrical Cables,V010,Metro Hardware Hub,93,1102,102486,13/09/25,6,25
O2021,P008,Stormwater Grates,V003,Bharat Infra Supply Co.,58,4485,260130,16/11/25,42,20
O2022,P003,Bitumen Drums,V009,AquaFlow Solutions,97,4188,406236,03/02/25,41,30
O2023,P001,Cement Bags,V005,Green Earth Aggregates,136,535,72760,25/05/25,32,50
O2024,P002,TMT Steel Bars,V010,Metro Hardware Hub,33,4200,138600,03/01/25,44,40
O2025,P006,Electrical Cables,V007,Prime Machinery Vendors,20,608,12160,12/03/25,37,25
O2026,P005,Coarse Aggregates,V006,Precision Electricals,148,1470,217560,19/05/25,16,60
O2027,P004,PVC Drain Pipes,V003,Bharat Infra Supply Co.,130,861,111930,23/04/25,42,35
O2028,P008,Stormwater Grates,V001,UltraBuild Suppliers,110,2237,246070,14/12/25,108,20
O2029,P007,Paver Blocks,V007,Prime Machinery Vendors,122,1003,122366,14/05/25,119,45
O2030,P005,Coarse Aggregates,V005,Green Earth Aggregates,64,3770,241280,15/06/25,91,60
O2031,P003,Bitumen Drums,V010,Metro Hardware Hub,71,2248,159608,02/08/25,22,30
O2032,P004,PVC Drain Pipes,V009,AquaFlow Solutions,97,2698,261706,02/06/25,15,35
O2033,P008,Stormwater Grates,V010,Metro Hardware Hub,159,1702,270618,12/08/25,53,20
O2034,P003,Bitumen Drums,V002,Shree Steel Traders,154,3820,588280,10/06/25,93,30
O2035,P006,Electrical Cables,V009,AquaFlow Solutions,139,3101,431039,27/08/25,59,25
O2036,P007,Paver Blocks,V007,Prime Machinery Vendors,138,426,58788,14/01/25,76,45
O2037,P002,TMT Steel Bars,V007,Prime Machinery Vendors,55,2677,147235,05/05/25,105,40
O2038,P006,Electrical Cables,V010,Metro Hardware Hub,52,2603,135356,21/07/25,11,25
O2039,P007,Paver Blocks,V003,Bharat Infra Supply Co.,21,3991,83811,23/09/25,108,45
O2040,P001,Cement Bags,V008,Reliable Bitumen Works,41,648,26568,29/11/25,39,50
O2041,P006,Electrical Cables,V002,Shree Steel Traders,172,997,171484,29/05/25,110,25
O2042,P008,Stormwater Grates,V010,Metro Hardware Hub,104,698,72592,27/10/25,20,20
O2043,P001,Cement Bags,V009,AquaFlow Solutions,72,4429,318888,15/10/25,23,50
O2044,P003,Bitumen Drums,V008,Reliable Bitumen Works,77,1467,112959,18/11/25,43,30
O2045,P001,Cement Bags,V005,Green Earth Aggregates,144,1844,265536,04/02/25,19,50
O2046,P003,Bitumen Drums,V001,UltraBuild Suppliers,174,1191,207234,19/02/25,71,30
